title,publication_date,source,country,summary,url,language
Woman charged with killing terminally ill husband denied bail,"Tue, 22 Apr 2025 03:50:34 +0000",ABC (Australia),Australia,"Prosecutors told the court Brisbane woman Kylie Truswell-Mobbs injected her husband, who was in the final stages of Motor Neurone Disease, with pain medication for ""the sole purpose of killing him"".",https://www.abc.net.au/news/2025-04-22/woman-charged-with-murdering-partner-with-mnd-denied-bail/105199912,en
Stawell Gift winner says 11m handicap 'totally fair' despite criticism,"Tue, 22 Apr 2025 03:37:54 +0000",ABC (Australia),Australia,"Victorian athletics officials say they may have to review the benchmark time used for handicapping the Stawell Gift and other races, after the failure of Lachlan Kennedy and Gout Gout to reach the final.",https://www.abc.net.au/news/2025-04-22/stawell-gift-organisers-handicaps-after-gout-kennedy-miss-out/105201054,en
"Who is behind 47,000 anonymous pamphlets attacking Allegra Spender?","Tue, 22 Apr 2025 03:15:24 +0000",ABC (Australia),Australia,"Unauthorised pamphlets attacking independent MP Allegra Spender have been circulating in her electorate, calling her ""weak"" on antisemitism.",https://www.abc.net.au/news/2025-04-22/spender-wentworth-pamphlets-antisemitism-hidden-campaign/105198582,en
"Partner of woman found dead in burnt-out car had 'conflict' with crime group, police say","Tue, 22 Apr 2025 02:50:38 +0000",ABC (Australia),Australia,"The woman's male partner's alleged involvement with organised crime is being investigated, said police, with two children known to the woman remaining in hospital under police guard.",https://www.abc.net.au/news/2025-04-22/nsw-bankstown-killing-kidnap-police-update/105201012,en
"Fireball that lit up night sky likely a meteor, says astrophysicist","Tue, 22 Apr 2025 02:47:12 +0000",ABC (Australia),Australia,"A bright green ball of fire that caused a sonic boom and lit up the night sky from southern Queensland to New South Wales overnight was most likely a meteor, says an astrophysicist.",https://www.abc.net.au/news/2025-04-22/green-flash-likely-meteor-not-lyrids-shower-over-qld-nsw/105200466,en
'Our voices finally heard': Plan for exiled Afghan women cricketers,"Tue, 22 Apr 2025 02:44:49 +0000",ABC (Australia),Australia,"After years of silence, the International Cricket Council has announced a task force and monetary fund to help support the exiled Afghan women's team, with hopes the money will match the sum given to the men's team.",https://www.abc.net.au/news/2025-04-22/icc-plan-for-afghan-womens-cricket-team-exciting-but-unclear/105200380,en
Thief comes unstuck because of Find My iPad app,"Tue, 22 Apr 2025 02:33:22 +0000",ABC (Australia),Australia,"The thief stole a bike, a laptop, a saxophone and a guitar. But it all came tumbling down when the owner of a stolen iPad used the Find My iPad function.",https://www.abc.net.au/news/2025-04-22/tristan-saunders-sentenced-robberies-find-my-ipad-app/105200972,en
These artworks are about giving voice to stories too often silenced,"Tue, 22 Apr 2025 02:31:08 +0000",ABC (Australia),Australia,"There are 23 artists who join forces in the TarraWarra Biennial where, tucked into the Victorian bush, art is giving voice to stories silenced by colonisation.",https://www.abc.net.au/news/2025-04-22/tarrawarra-biennial-we-are-eagles-kimberley-moulton/105186628,en
"Minimal swimming, maximum medals as McEvoy's innovative approach pays off","Tue, 22 Apr 2025 02:19:50 +0000",ABC (Australia),Australia,"Cam McEvoy has only properly swam a full 50 metres three times since winning Olympic gold in Paris. In Brisbane, he claimed another national title, further vindicating his innovative approach.",https://www.abc.net.au/news/2025-04-22/cameron-mcevoy-australian-swimming-championships-training/105195682,en
Man charged over SA police officer's death found mentally incompetent,"Tue, 22 Apr 2025 01:19:53 +0000",ABC (Australia),Australia,A man accused of the shooting murder of South Australian police officer Jason Doig has been found mentally incompetent by the state's Supreme Court.,https://www.abc.net.au/news/2025-04-22/man-charged-over-jason-doig-murder-found-mentally-incompetent/105200528,en
'He's just been one of us': Australians grieve Pope Francis,"Tue, 22 Apr 2025 01:07:56 +0000",ABC (Australia),Australia,Australian Catholics have paid tribute to Pope Francis at mass on Tuesday morning around the country. Australia's political and religious leaders are also paying their respects.,https://www.abc.net.au/news/2025-04-22/pope-francis-dies-australia-catholic-mass-mourning/105199686,en
'Shocks conscience of court': HC pulls up Ramdev for 'sherbet jihad' remarks,2025-04-22T11:55:58+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/shocks-conscience-of-court-hc-pulls-up-ramdev-for-sherbet-jihad-remarks/articleshow/120508242.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120508242.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>The Delhi High Court has reprimanded Ramdev, proprietor of Patanjali, for his controversial remarks against Hamdard's Rooh Afza, labeling it “Sharbat Jihad.” The court deemed his statements indefensible and shocking. Hamdard's counsel argued Ramdev's remarks promoted communal division and constituted hate speech by attacking Hamdard based on religion.",https://timesofindia.indiatimes.com/india/shocks-conscience-of-court-hc-pulls-up-ramdev-for-sherbet-jihad-remarks/articleshow/120508242.cms,en
"Wife's schizophrenia, her SOS before murdering ex-Karnataka DGP Om Prakash- What we know so far about the case",2025-04-22T11:19:44+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/wifes-schizophrenia-her-sos-before-murdering-ex-karnataka-dgp-om-prakash-what-we-know-so-far-about-the-case/articleshow/120508128.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120508128.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>The shocking murder of former Karnataka Police chief Om Prakash, allegedly by his wife Pallavi, has triggered widespread outrage. Pallavi was arrested following a complaint by their son, Kartikesh, suspecting her involvement. Police reports indicate Pallavi attacked Prakash with chilli powder and a kitchen knife during lunch, citing domestic violence as the motive.",https://timesofindia.indiatimes.com/india/wifes-schizophrenia-her-sos-before-murdering-ex-karnataka-dgp-om-prakash-what-we-know-so-far-about-the-case/articleshow/120508128.cms,en
'There was heat': Suspended Congress district chief explains 'empty seats' at Kharge's rally,2025-04-22T11:04:44+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/there-was-heat-suspended-congress-district-chief-explains-empty-seats-at-kharges-rally/articleshow/120507575.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120507575.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Manoj Kumar Pandey, Congress Buxar district chief, is suspended. The suspension follows Mallikarjun Kharge's rally in Buxar. Pandey blames the heat for low turnout. He claims attendees sought shade due to high temperatures. Party sources cite poor coordination as the reason. Eyewitnesses report many empty chairs during Kharge's address. The Congress prepares for crucial Bihar elections later this year.",https://timesofindia.indiatimes.com/india/there-was-heat-suspended-congress-district-chief-explains-empty-seats-at-kharges-rally/articleshow/120507575.cms,en
"Mamata reducing Hindus, giving space to Bangladeshi intruders in Bengal: BJP slams Bengal CM over Murshidabad violence",2025-04-22T11:00:42+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/mamata-reducing-hindus-giving-space-to-bangladeshi-intruders-in-bengal-bjp-slams-bengal-cm-over-murshidabad-violence/articleshow/120505371.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120505371.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Kailash Vijayvargiya accuses Mamata Banerjee of prioritizing her seat over national interests, alleging she favors Bangladeshi intruders and diminishes Hindus in West Bengal. Violence in Murshidabad, sparked by demonstrations against the Waqf (Amendment) Act, led to fatalities and property damage, prompting arrests and investigations.",https://timesofindia.indiatimes.com/india/mamata-reducing-hindus-giving-space-to-bangladeshi-intruders-in-bengal-bjp-slams-bengal-cm-over-murshidabad-violence/articleshow/120505371.cms,en
"BJP MP Bansuri Swaraj pulls a Priyanka Gandhi, flaunts 'National Herald ki loot' tote bag to target Congress",2025-04-22T10:48:28+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/bjp-mp-bansuri-swaraj-pulls-a-priyanka-gandhi-flaunts-national-herald-ki-loot-tote-bag-to-target-congress/articleshow/120506717.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120506717.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>BJP MP Bansuri Swaraj countered Congress's political messaging in Parliament by carrying a tote bag criticizing the Gandhis over the National Herald case. This action follows Priyanka Gandhi's previous use of bags to express solidarity with various causes. The ED's chargesheet against Sonia and Rahul Gandhi alleges money laundering of ₹5,000 crore, while Congress dismisses the case as politically motivated.",https://timesofindia.indiatimes.com/india/bjp-mp-bansuri-swaraj-pulls-a-priyanka-gandhi-flaunts-national-herald-ki-loot-tote-bag-to-target-congress/articleshow/120506717.cms,en
India-US trade deal may become a model for future agreements with other countries: Report,2025-04-22T10:12:57+05:30,Times of India (India),India,"The upcoming India-US Bilateral Trade Agreement (BTA) is expected to become a model for India's future trade negotiations with other developed nations, according to a report by ACMIIL, a stock market company.",https://timesofindia.indiatimes.com/india/india-us-trade-deal-may-become-a-model-for-future-agreements-with-other-countries-report/articleshow/120506658.cms,en
"Morning news wrap: PM Modi emplanes for Jeddah, Harvard sues Trump admin, and more",2025-04-22T09:37:24+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/morning-news-wrap-pm-modi-emplanes-for-jeddah-harvard-sues-trump-admin-and-more/articleshow/120504872.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120504872.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",https://timesofindia.indiatimes.com/india/morning-news-wrap-pm-modi-emplanes-for-jeddah-harvard-sues-trump-admin-and-more/articleshow/120504872.cms,en
'Saudi Arabia a valued partner and trusted friend of India': PM Modi ahead of his visit,2025-04-22T08:32:50+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/saudi-arabia-a-valued-partner-and-trusted-friend-of-india-pm-modi-ahead-of-his-visit/articleshow/120502238.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120502238.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Prime Minister Modi, ahead of his Saudi Arabia visit, lauded the Kingdom as a trusted friend and strategic ally with limitless potential for India. He praised Crown Prince Mohammed bin Salman's visionary leadership and highlighted the strong bilateral ties since 2014.",https://timesofindia.indiatimes.com/india/saudi-arabia-a-valued-partner-and-trusted-friend-of-india-pm-modi-ahead-of-his-visit/articleshow/120502238.cms,en
PM Modi to visit Saudi Arabia today - What’s on the agenda,2025-04-22T08:17:35+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/pm-modi-to-visit-saudi-arabia-today-whats-on-the-agenda/articleshow/120501963.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120501963.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Prime Minister Narendra Modi is set to arrive in Jeddah for a two-day official visit to Saudi Arabia, his first to the Kingdom's commercial capital, at the invitation of Crown Prince Mohammed bin Salman. They will co-chair the India-Saudi Arabia Strategic Partnership Council meeting, focusing on strengthening economic and defence ties.",https://timesofindia.indiatimes.com/india/pm-modi-to-visit-saudi-arabia-today-whats-on-the-agenda/articleshow/120501963.cms,en
"PM Modi, JD Vance review bilateral ties, focus on tech & defence",2025-04-22T07:04:42+05:30,Times of India (India),India,"<a href=""https://timesofindia.indiatimes.com/india/pm-modi-jd-vance-review-bilateral-ties-focus-on-tech-defence/articleshow/120501753.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/120501753.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>",https://timesofindia.indiatimes.com/india/pm-modi-jd-vance-review-bilateral-ties-focus-on-tech-defence/articleshow/120501753.cms,en
